Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9033,thunder truck rally,Ps,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14
9034,dishonored,Xone,2015.0,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
9035,klonoa: empire of dreams,Gba,2001.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14
9036,g.i. joe: the rise of cobra,Psp,2009.0,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14
9037,dragon age: origins - ultimate edition,Pc,2010.0,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14
9038,balloon pop,Ds,2009.0,Puzzle,Ufo Interactive,0.13,0.0,0.0,0.01,0.14
9039,disney infinity 2.0: marvel super heroes,Psv,2015.0,Action,Disney Interactive Studios,0.0,0.11,0.0,0.03,0.14
9040,iron & blood,Ps,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9041,asphalt: urban gt 2,Ds,2006.0,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14
9042,pinball hall of fame: the gottlieb collection,Wii,2006.0,Misc,System 3 Arcade Software,0.13,0.0,0.0,0.01,0.14
9043,second sight,Ps2,2004.0,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14
9044,spider-man: edge of time,Ds,2011.0,Action,Activision,0.12,0.01,0.0,0.01,0.14
9045,monster house,Ps2,2006.0,Adventure,Thq,0.07,0.05,0.0,0.02,0.14
9046,phantom brave,Ps2,2004.0,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14
9047,just cause,X360,2006.0,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14
9048,arma ii,Pc,2009.0,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14
9049,championship motocross 2001 featuring ricky carmichael,Ps,2001.0,Racing,Thq,0.08,0.05,0.0,0.01,0.14
9050,kenka banchou 5: otoko no housoku,Psp,2011.0,Action,Spike,0.0,0.0,0.14,0.0,0.14
9051,legend of the guardians: the owls of ga'hoole,Ds,2010.0,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14
9052,doshin the giant,Gc,2002.0,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14
9053,shrek 2 and shark tale 2-in-1 pack,Gba,2005.0,Misc,Activision,0.1,0.04,0.0,0.0,0.14
9054,star ocean: blue sphere,Gb,2001.0,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14
9055,mojo!,Ps2,2003.0,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14
9056,destroy all humans! big willy unleashed,Wii,2008.0,Action,Thq,0.13,0.0,0.0,0.01,0.14
9057,age of empires: collector's edition,Pc,2000.0,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14
9058,ford racing off road,Psp,2008.0,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14
9059,kamen rider ryuki,Ps,2002.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14
9060,front mission alternative,Ps,1997.0,Strategy,Squaresoft,0.0,0.0,0.13,0.01,0.14
9061,world championship poker: howard lederer - all in,Psp,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
9062,fifa soccer 2005,Gc,2004.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
9063,cave story 3d,3Ds,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14
9064,the orange box,Pc,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14
9065,super dodgeball brawlers,Ds,2008.0,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14
9066,victorious boxers: revolution,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14
9067,record of agarest war 2,Ps3,2010.0,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14
9068,sbk 2011: fim superbike world championship,Ps3,2011.0,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14
9069,power stone,Dc,1998.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14
9070,jonny moseley mad trix,Ps2,2001.0,Sports,3Do,0.07,0.05,0.0,0.02,0.14
9071,monster lab,Ds,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14
9072,uta no * prince-sama: repeat,Psp,2011.0,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14
9073,senran kagura burst: guren no sh?jo-tachi,3Ds,2012.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14
9074,mtv music generator 3: this is the remix,Ps2,2004.0,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14
9075,cake mania 3,Ds,2009.0,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14
9076,.hack//link,Psp,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9077,terminator 3: rise of the machines,Xb,2003.0,Action,Atari,0.11,0.03,0.0,0.01,0.14
9078,star wars: knights of the old republic,Pc,2003.0,Role-Playing,Lucasarts,0.01,0.1,0.0,0.02,0.14
9079,ssx on tour,Xb,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14
9080,ncaa college basketball 2k3,Xb,2002.0,Sports,Sega,0.11,0.03,0.0,0.01,0.14
9081,class of heroes,Psp,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14
9082,yogi bear: the video game,Ds,2010.0,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14
9084,the legend of heroes ii: prophecy of the moonlight witch,Psp,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14
9085,cranium kabookii,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9086,hero's saga laevatein tactics,Ds,2008.0,Role-Playing,Gungho,0.13,0.0,0.0,0.01,0.14
9087,doom,Gba,2001.0,Shooter,Activision,0.1,0.04,0.0,0.0,0.14
9088,gundam breaker 2,Ps3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9089,trinity: souls of zill o'll,Ps3,2010.0,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14
9090,mary-kate and ashley: winners circle,Ps,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9091,parappa the rapper 2,Ps2,2001.0,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9092,hexyz force,Psp,2009.0,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14
9093,outrun 2,Xb,2004.0,Racing,Sega,0.11,0.03,0.0,0.01,0.14
9094,okami,Ps3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9095,marvel vs. capcom 2: new age of heroes,Dc,2000.0,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14
9096,hitman: blood money,Xb,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14
9097,soukaigi,Ps,1998.0,Role-Playing,Squaresoft,0.0,0.0,0.13,0.01,0.14
9098,naruto shippuden: ninja destiny 3,Ds,2006.0,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14
9099,xevious 3d/g+,Ps,1997.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
9100,pipe mania,Ps2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14
9101,gretzky nhl 06,Psp,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14
9102,shonen jump's shaman king: master of spirits,Gba,2004.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14
9103,pangya: fantasy golf,Psp,2009.0,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14
9104,nfl blitz 20-03,Xb,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14
9105,sumikko gurashi: omise hajimerundesu,3Ds,2015.0,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14
9106,pirates: the legend of black kat,Ps2,2002.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9107,fur fighters: viggo's revenge,Ps2,2001.0,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14
9108,krull,2600,1982.0,Action,Atari,0.13,0.01,0.0,0.0,0.14
9109,yu-gi-oh! monster capture gb,Gb,2000.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9110,risen,Pc,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14
9111,top spin 3,Ds,2008.0,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14
9112,zapper: one wicked cricket!,Gba,2002.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14
9113,the da vinci code,Ps2,2006.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14
9114,watch dogs,Wiiu,2014.0,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14
9115,mr. driller: drill spirits,Ds,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14
9116,arctic tale,Ds,2007.0,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14
9117,scooby-doo! night of 100 frights,Xb,2003.0,Platform,Thq,0.11,0.03,0.0,0.01,0.14
9118,mx vs. atv reflex,Ds,2009.0,Racing,Thq,0.13,0.0,0.0,0.01,0.14
9119,anno 1701: dawn of discovery,Ds,2007.0,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14
9120,chicken shoot,Ds,2007.0,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14
9121,dead to rights,Gc,2002.0,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14
9122,sphinx and the cursed mummy,Gc,2003.0,Action,Thq,0.11,0.03,0.0,0.0,0.14
9123,cabela's outdoor adventures (2009),Ps2,2009.0,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14
9124,t.r.a.g. - tactical rescue assault group: mission of mercy,Ps,1998.0,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14
9125,naruto rpg 2: chidori vs rasengan,Ds,2005.0,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14
9126,destruction derby raw,Ps,2000.0,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9127,project v6,Ps,1998.0,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14
9128,farming simulator 2012,3Ds,2012.0,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14
9129,nfl head coach 09,Ps3,2008.0,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14
9130,world tour soccer 2003,Ps2,2002.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9131,akiba's trip,Psp,2011.0,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14
9132,bravo air race,Ps,1997.0,Racing,Thq,0.08,0.05,0.0,0.01,0.14
9133,onimusha essentials,Ps2,2008.0,Action,Capcom,0.07,0.05,0.0,0.02,0.14
9134,blazing angels 2: secret missions of wwii,X360,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14
9135,gundam: the battle master,Ps,1997.0,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14
9136,spyro: a hero's tail,Xb,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14
9137,¡shin chan flipa en colores!,Ds,2007.0,Platform,505 Games,0.0,0.0,0.14,0.0,0.14
9138,just cause 3,Pc,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14
9139,eternal poison,Ps2,2008.0,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14
9140,lord of the rings: tactics,Psp,2005.0,Strategy,Electronic Arts,0.11,0.02,0.0,0.02,0.14
9141,x-blades,X360,2009.0,Action,Southpeak Games,0.1,0.02,0.02,0.01,0.14
9142,gretzky nhl 06,Ps2,2005.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9143,gungrave: overdose,Ps2,2004.0,Shooter,Play It,0.07,0.05,0.0,0.02,0.14
9144,kidou senshi gundam: shin gihren no yabou,Psp,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9145,how to train your dragon,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.14
9146,your shape: fitness evolved 2013,Wiiu,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14
9147,my fitness coach: club,Ps3,2011.0,Sports,Ubisoft,0.0,0.1,0.0,0.04,0.14
9148,nba shootout 2002,Ps,2001.0,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9149,singstar vol. 3,Ps3,2008.0,Misc,Sony Computer Entertainment,0.0,0.11,0.0,0.03,0.14
9150,the granstream saga,Ps,1997.0,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
9151,scene it? bright lights! big screen!,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14
9152,"holy invasion of privacy, badman! what did i do to deserve this?",Psp,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14
9154,micro machines 64 turbo,N64,1999.0,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14
9155,bassmasters 2000,N64,1999.0,Sports,Thq,0.11,0.03,0.0,0.0,0.14
9156,baldur's gate: dark alliance,Gc,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14
9157,bio freaks,N64,1998.0,Action,Gt Interactive,0.11,0.03,0.0,0.0,0.14
9158,eternal eyes,Ps,1999.0,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14
9159,injustice: gods among us,Psv,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14
9160,fate/unlimited codes,Ps2,2008.0,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14
9161,atari's greatest hits: volume 1,Ds,2010.0,Misc,Atari,0.13,0.0,0.0,0.01,0.14
9162,the operative: no one lives forever,Ps2,2002.0,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9163,international cricket 2010,X360,2010.0,Sports,Codemasters,0.0,0.12,0.0,0.02,0.14
9164,epidemic,Ps,1995.0,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
9165,monster house,Gc,2006.0,Adventure,Thq,0.11,0.03,0.0,0.0,0.14
9166,dead or alive 2,Dc,2000.0,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14
9167,buck fever,Wii,2009.0,Sports,Destineer,0.13,0.0,0.0,0.01,0.14
9168,ncaa basketball final four 97,Ps,1997.0,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14
9169,ecco the dolphin: defender of the future,Ps2,2002.0,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9170,heroes over europe,X360,2009.0,Simulation,Ubisoft,0.1,0.03,0.0,0.01,0.14
9171,the bombing islands,Ps,1997.0,Platform,Kemco,0.08,0.05,0.0,0.01,0.14
9172,earth defense force 2: invaders from planet space,Psp,2011.0,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14
9174,monster jam,Ds,2007.0,Racing,Activision,0.13,0.0,0.0,0.01,0.14
9175,robots,Ds,2005.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
9176,gyakuten saiban 2,Gba,2002.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9177,godzilla: save the earth,Xb,2004.0,Fighting,Atari,0.1,0.03,0.0,0.0,0.14
9178,skylanders giants,3Ds,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14
9179,eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
9180,micro machines,Ps2,2002.0,Racing,Atari,0.07,0.05,0.0,0.02,0.14
9181,detective barbie: the mystery cruise,Ps,1999.0,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14
9182,jim henson's the muppets: on with the show!,Gba,2003.0,Action,Tdk Mediactive,0.1,0.04,0.0,0.0,0.14
9183,desire,Sat,1997.0,Adventure,Imadio,0.0,0.0,0.14,0.0,0.14
9184,valhalla knights: eldar saga,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14
9185,lips: i love the 80s,X360,2010.0,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14
9186,monster hunter diary: poka poka airou village dx,3Ds,2015.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
9187,frank thomas big hurt baseball,Ps,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
9188,tim burton's the nightmare before christmas: the pumpkin king,Gba,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
9189,power pro kun pocket 8,Ds,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9190,sid meier's pirates!,Xb,2005.0,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14
9191,enclave,Xb,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
9192,bottom of the 9th,Ps,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14
9193,pro yaky? spirits 2014,Ps3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9194,dino crisis 3,Xb,2003.0,Action,Capcom,0.08,0.03,0.03,0.0,0.14
9195,syberia,Ds,2008.0,Action,Mindscape,0.1,0.02,0.0,0.01,0.14
9196,zoobles! spring to life!,Ds,2011.0,Misc,Activision,0.1,0.02,0.0,0.01,0.14
9197,nfl blitz 20-03,Gc,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14
9198,the king of fighters '94 (cd),Ng,1993.0,Fighting,Snk,0.0,0.0,0.14,0.0,0.14
9199,the walking dead: season two,Xone,2014.0,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14
9200,master jin jin's iq challenge,Ds,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
9201,the darkness ii,Pc,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14
9202,create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14
9203,karaoke revolution glee: volume 3,X360,2011.0,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14
9204,barbie explorer,Ps,2001.0,Platform,Unknown,0.08,0.05,0.0,0.01,0.14
9205,rango: the video game,Wii,2011.0,Action,Electronic Arts,0.08,0.04,0.0,0.01,0.14
9206,disney's chicken little,Xb,2005.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14
9207,power gig: rise of the sixstring,Ps3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,0.14
9208,transformers: prime,Wiiu,2012.0,Action,Activision,0.09,0.03,0.0,0.01,0.14
9209,agile warrior f-111x,Ps,1995.0,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
9210,ncis,X360,2011.0,Adventure,Ubisoft,0.1,0.03,0.0,0.01,0.14
9211,jikkyou powerful pro yakyuu wii,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9212,reality fighters,Psv,2012.0,Fighting,Sony Computer Entertainment,0.06,0.06,0.0,0.03,0.14
9213,dynasty warriors 7: empires,Ps3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14
9214,cabela's african safari,X360,2006.0,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14
9215,ben 10 galactic racing,Ds,2011.0,Racing,D3Publisher,0.1,0.03,0.0,0.01,0.14
9216,college hoops 2k8,Ps3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9217,super puzzle fighter ii turbo,Ps,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
9218,ninjatown,Ds,2008.0,Strategy,Southpeak Games,0.12,0.0,0.0,0.01,0.14
9219,star wars: jedi power battles,Gba,2002.0,Action,Thq,0.1,0.04,0.0,0.0,0.14
9220,ultimate muscle - the kinnikuman legacy: legends vs new generation,Gc,2002.0,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14
9221,hard rock casino,Psp,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14
9222,space venus starring morning musume,Ps2,2001.0,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14
9223,to heart,Ps,1999.0,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14
9224,wild arms xf,Psp,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14
9225,doukyuusei,Tg16,1995.0,Adventure,Nec,0.0,0.0,0.14,0.0,0.14
9226,rockman & forte,Snes,1998.0,Platform,Capcom,0.0,0.0,0.14,0.0,0.14
9227,persona 4: arena ultimax,Ps3,2014.0,Fighting,Atlus,0.0,0.01,0.13,0.0,0.14
9228,nba 2k13,Wiiu,2012.0,Sports,Take-Two Interactive,0.08,0.04,0.0,0.01,0.14
9229,science papa,Wii,2009.0,Misc,Activision,0.12,0.01,0.0,0.01,0.14
9230,yu-gi-oh! nightmare troubadour (jp sales),Ds,2005.0,Action,Konami Digital Entertainment,0.0,0.04,0.1,0.0,0.14
9231,mysims collection,Wii,2010.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14
9232,cities: skylines,Pc,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14
9233,football manager 2012,Psp,2011.0,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9234,ape escape academy (jp sales),Psp,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14
9235,fifa 06 soccer,Gc,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
9236,rayman arena,Gc,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14
9237,parappa the rapper,Psp,2006.0,Misc,Sony Computer Entertainment,0.1,0.0,0.02,0.01,0.14
9238,4x4 evo 2,Gc,2002.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14
9239,x-blades,Ps3,2009.0,Action,Southpeak Games,0.07,0.03,0.02,0.02,0.14
9240,pro yakyuu netsu star 2006,Ps2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9241,the history channel: civil war - a nation divided,X360,2006.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
9242,zetta hero project: unlosing ranger vs. darkdeath evilman,Psp,2010.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14
9243,cyber sled,Ps,1995.0,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14
9244,puyo puyo!! 20th anniversary,Ds,2011.0,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14
9245,famista returns,3Ds,2015.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9246,bust-a-move deluxe,Psp,2006.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14
9247,i spy: universe,Ds,2010.0,Puzzle,Scholastic Inc.,0.13,0.0,0.0,0.01,0.14
9248,shining soul,Gba,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14
9249,littlest pet shop: spring,Ds,2009.0,Simulation,Electronic Arts,0.12,0.0,0.0,0.01,0.14
9250,the amazing race,Wii,2010.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9251,alvin and the chipmunks,Ds,2007.0,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14
9252,far cry: primal,Pc,2016.0,Action,Ubisoft,0.04,0.09,0.0,0.01,0.14
9254,need for speed underground 2,Ds,2005.0,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.14
9255,dead rising 2,Pc,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14
9256,let's cheer,X360,2011.0,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14
9257,happy feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14
9258,in the hunt,Ps,1995.0,Shooter,Thq,0.03,0.02,0.07,0.01,0.14
9259,daytona usa championship circuit edition,Sat,1995.0,Racing,Sega,0.0,0.0,0.14,0.0,0.14
9260,major league baseball 2k8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9261,marvel vs. capcom 2: new age of heroes,Xb,2002.0,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14
9262,snk vs. capcom: the match of the millennium,Ps2,2006.0,Fighting,Sega,0.0,0.02,0.0,0.12,0.14
9263,blazblue: chrono phantasma extend,Ps4,2015.0,Action,Pqube,0.07,0.03,0.02,0.02,0.14
9264,alone in the dark: inferno,Ps3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.14
9265,rogue warrior,Ps3,2009.0,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
9266,singstar: ultimate party,Ps3,2014.0,Misc,Sony Computer Entertainment Europe,0.0,0.12,0.0,0.02,0.14
9267,the x-factor,Ps3,2010.0,Misc,Deep Silver,0.0,0.1,0.0,0.03,0.14
9268,fear factor: unleashed,Gba,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14
9269,avatar: the last airbender - the burning earth,X360,2007.0,Action,Thq,0.11,0.01,0.0,0.01,0.14
9270,vampire moon: the mystery of the hidden sun,Ds,2010.0,Adventure,City Interactive,0.12,0.01,0.0,0.01,0.14
9271,paws & claws: pet vet 2,Ds,2007.0,Simulation,Thq,0.13,0.0,0.0,0.01,0.14
9272,g.i. joe: the rise of cobra,Ds,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14
9273,football manager 2014,Psv,2013.0,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9274,bit.trip saga,3Ds,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14
9275,touch my katamari,Psv,2011.0,Puzzle,Namco Bandai Games,0.08,0.04,0.0,0.02,0.14
9276,motogp '06,X360,2006.0,Racing,Thq,0.11,0.01,0.0,0.01,0.14
9277,houshinengi,Ps,1998.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14
9278,7th dragon,Ds,2009.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14
9279,pet pals: animal doctor,Wii,2008.0,Simulation,Jowood Productions,0.13,0.0,0.0,0.01,0.14
9280,lego island xtreme stunts,Gba,2002.0,Racing,Lego Media,0.1,0.04,0.0,0.0,0.14
9281,cruise ship vacation games,Wii,2009.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14
9282,yu-gi-oh! gx: tag force,Psp,2006.0,Strategy,Konami Digital Entertainment,0.09,0.03,0.0,0.02,0.14
9283,gourmet chef: cook your way to fame,Ds,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
9284,learn math,Ds,2009.0,Puzzle,Dreamcatcher Interactive,0.13,0.0,0.0,0.01,0.14
9285,nitrobike,Wii,2008.0,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14
9286,magnetica,Ds,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
9287,world soccer winning eleven 9 bonus pack,Ps2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
9288,uefa euro 2004: portugal,Ps2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14
9289,hot wheels: world race,Gba,2003.0,Racing,Thq,0.1,0.04,0.0,0.0,0.14
9290,mlb 14: the show,Psv,2014.0,Sports,Sony Computer Entertainment America,0.11,0.0,0.0,0.02,0.14
9291,dragon age origins: awakening,Pc,2010.0,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.14
